tanggal,harga_surabayakota,harga_malangkota,harga_banyuwangikab,harga_blitarkab,harga_jombangkab,harga_madiunkab,harga_malangkab,harga_mojokertokab,harga_nganjukkab,harga_pasuruankab,harga_sidoarjokab,harga_situbondokab,harga_madiunkota
2019-03-18,32333,29800,29000,25000,29400,30000,30000,31500,29666,25833,28500,27500,30000
2019-03-19,31666,29400,29000,25000,29400,30000,30000,31500,29000,25833,28500,27500,30000
2019-03-20,31666,29400,29000,25000,29400,30000,30000,31500,29000,25833,28500,27500,30000
2019-03-21,31666,29400,29000,25000,29400,30000,30000,31500,29000,25833,28500,27500,30000
2019-03-22,31666,29600,29000,25000,29400,30000,30000,31500,29000,25833,28000,27500,30000
2019-03-23,31666,29500,29000,25000,29400,30000,30000,31500,29000,25833,28000,27500,30000
2019-03-24,31666,29700,29000,25000,29400,30000,30000,31500,29000,25833,28000,27500,30000
2019-03-25,31666,29900,29000,25000,29400,30000,30000,32000,29000,25833,28000,27500,30000
2019-03-26,31666,29700,29000,25000,29400,30000,30000,32000,28333,25833,28000,27500,30000
2019-03-27,31666,29500,29000,25000,29400,30000,30000,32000,28333,25833,28000,27500,30000
2019-03-28,32333,29400,29000,25000,29400,30000,30000,32000,29000,25833,28000,27500,30000
2019-03-29,32333,29400,29000,25000,29400,30000,30000,32000,29000,25833,28500,27500,30000
2019-03-30,32333,29400,29000,25000,29400,30000,30000,32000,29000,25833,28500,27500,30000
2019-03-31,32333,29400,29000,25000,29400,30000,30000,32000,29000,25833,28500,27500,30000
2019-04-01,32333,29400,29000,25000,29400,30000,30000,32000,29000,25833,28500,27500,30000
2019-04-02,32333,29400,29000,25000,29400,29250,30000,32000,28833,25833,28500,27500,30000
2019-04-03,32333,29800,29000,25000,29400,29250,30000,32000,28833,25833,28500,27500,30000
2019-04-04,32333,29800,29000,25000,29400,29250,30000,32000,29333,25833,28500,27500,30000
2019-04-05,32333,29800,29000,25000,29400,29750,30000,32000,29333,25833,28500,27500,30000
2019-04-06,32333,30200,29000,25000,29400,29250,30000,31500,29333,25833,28500,27500,30000
2019-04-07,32333,30400,29000,25000,29400,29000,30000,31500,29333,25833,28500,27500,30000
2019-04-08,32333,30400,29000,25000,29400,29000,30000,31500,29333,25833,28500,27500,30000
2019-04-09,32333,30000,29000,25000,29400,29000,30000,31500,29666,25833,28000,27500,30000
2019-04-10,32333,30000,29000,25000,29400,29000,30000,31500,29666,25833,28000,27500,30000
2019-04-11,32333,30000,29000,25000,29400,29000,30000,31500,30000,25833,28000,27500,30000
2019-04-12,32333,30000,29000,25000,29400,29000,30000,31500,30000,25833,28000,27500,30000
2019-04-13,34000,30000,29000,25000,29400,29000,30000,31500,30000,25833,28000,27500,30000
2019-04-14,34000,30400,29000,25000,29400,29000,30000,31500,30000,25833,28000,27500,30000
2019-04-15,34000,30400,29000,25000,29400,29000,30000,31500,30000,25833,28000,27500,30000
2019-04-16,33666,30400,29000,25000,29400,29000,30000,31500,30000,25833,28500,27500,30000
2019-04-17,33666,30400,29000,25000,29400,29000,30000,31500,30000,25833,28500,27500,30000
2019-04-18,33000,30400,29000,25000,29400,29000,30000,31500,30000,25833,28500,27500,30000
2019-04-19,33000,30400,29000,25000,29400,29000,30000,31500,30000,25833,28500,27500,30000
2019-04-20,33000,30600,29000,25000,29400,29000,30000,31500,30000,25833,28500,27500,30000
2019-04-21,33000,30600,29000,25000,29400,29000,30000,31500,30000,25833,28500,27500,30000
2019-04-22,34000,30600,29000,25000,29400,29000,30000,31500,30000,25833,28500,27500,30000
2019-04-23,33666,30600,29000,25000,29400,28000,30000,31500,30000,25833,28500,27500,30000
2019-04-24,33666,31000,29000,25000,29400,28000,30000,31500,30000,25833,28500,27500,30000
2019-04-25,33666,31000,29000,25000,29400,28000,30000,31500,30000,25833,28500,27500,29333
2019-04-26,33333,30200,29000,25000,29400,28000,30000,31500,30000,25833,28500,27500,29333
2019-04-27,33333,30200,29000,25000,29400,28000,30000,31500,30000,25833,28500,27500,29333
2019-04-28,33333,30200,29000,25000,28666,28000,30000,31500,30000,25833,28500,27500,29333
2019-04-29,33333,30200,29000,25000,28666,28000,30000,31500,30000,25833,28500,27500,29333
2019-04-30,33333,29800,29000,25000,28666,28000,30000,31500,30000,25833,28500,27500,29333
2019-05-01,33333,30000,29000,25000,28666,28000,30000,31500,30000,25833,28500,27500,29333
2019-05-02,33333,30000,29000,25000,28666,28000,30000,31500,30000,25833,28500,27500,29333
2019-05-03,32333,30400,29000,25000,28666,28000,29800,31500,30000,25833,28500,27500,29333
2019-05-04,32333,30400,29000,25000,28666,28000,29800,31500,30000,25833,28500,27500,29333
2019-05-05,32333,30400,29000,25000,29166,28000,29800,31500,30000,25833,28500,27500,29333
2019-05-06,33000,30400,29000,25000,29166,28000,29800,33000,30000,25833,28500,27500,29333
2019-05-07,33000,30400,29000,25000,29300,28000,29800,33000,30000,25833,28500,27500,29666
2019-05-08,33000,30400,29000,25000,29300,28000,29600,33000,30000,25833,28500,27500,29666
2019-05-09,33000,30800,29000,25000,29300,28000,29600,33000,30000,25833,28500,27500,29666
2019-05-10,34000,31200,29000,25000,30160,28000,29600,33000,30000,25833,28500,27500,29666
2019-05-11,34000,31200,29000,25000,30000,28000,30000,33000,30000,25833,29000,27500,29666
2019-05-12,34000,31200,29000,25000,30000,28000,30000,33000,30000,25833,29000,27500,29666
2019-05-13,33333,31200,29000,25000,30000,28000,29600,32500,30000,25833,29000,27500,29666
2019-05-14,33333,30400,29000,25000,30000,28000,29600,32500,30000,25833,29000,27500,29666
2019-05-15,33333,30400,29000,25000,30000,28000,29600,32250,30000,25833,29000,27500,29666
2019-05-16,33333,30400,29000,25000,30000,28000,29600,32250,30000,25833,29000,27500,29666
2019-05-17,33333,29400,29000,25000,30000,28000,29600,32250,30000,25833,29000,27500,29666
2019-05-18,33333,29000,29000,25000,30000,28000,29600,32250,30000,25833,29000,27500,29666
2019-05-19,33333,29000,29000,25000,30000,28000,29600,32250,30000,25833,29000,27500,29666
2019-05-20,33333,28800,29000,25000,30000,28000,29600,32500,30000,25833,29000,27500,29666
2019-05-21,33000,28800,29000,25000,30000,28000,29600,32500,30000,25833,29000,27500,29666
2019-05-22,33000,28800,29000,25000,30000,28000,29600,32000,30000,25833,29000,27500,29666
2019-05-23,32666,28800,30000,25000,30000,28000,29600,32000,30000,26833,29000,27500,29666
2019-05-24,32666,29200,30000,25000,30000,28000,29600,32000,30000,26833,29000,27500,29666
2019-05-25,32666,29400,30000,25000,30000,28000,29800,32000,30000,26833,29000,27500,29666
2019-05-26,32666,29400,30000,25000,30000,28000,29600,32000,30000,26833,29000,27500,29666
2019-05-27,32666,29600,30000,25000,30000,28000,29800,33000,30000,26833,29000,27500,29666
2019-05-28,32333,29400,30000,25000,30333,28000,30400,33000,30000,26833,29000,27500,29666
2019-05-29,32333,29400,30000,25000,30333,28000,30400,32000,30000,26833,29000,27500,29666
2019-05-30,32333,29400,30000,25000,30333,28000,30400,32000,30000,26833,29000,27500,29666
2019-05-31,32333,29800,30000,25000,30333,28000,30600,32000,30000,26833,29000,27500,29666
2019-06-01,32333,29800,30000,25000,30333,28000,30600,32000,30000,26833,29000,27500,29666
2019-06-02,32333,29800,30000,25000,30333,28000,30600,32000,30000,26833,29000,27500,29666
2019-06-03,32333,29800,30000,25000,30333,28000,30600,33500,30000,26833,29000,27500,29666
2019-06-04,32333,29800,30000,25000,30333,28000,30600,33500,30000,26833,29000,27500,29666
2019-06-05,32333,29800,30000,25000,30333,28000,30600,33500,30000,26833,29000,27500,29666
2019-06-06,32333,29800,30000,25000,30333,28000,30750,33500,30000,25833,29000,27500,29666
2019-06-07,32333,29600,30000,25000,30333,28000,30600,33500,30000,25833,29000,27500,29666
2019-06-08,32333,30000,30000,25000,30333,28000,30600,33500,30000,25833,29000,27500,29666
2019-06-09,32333,29400,30000,25000,30333,28000,30600,33500,30000,25833,29000,27500,29666
2019-06-10,32333,29000,30000,25000,30333,28000,30600,32000,30000,25833,29000,27500,29666
2019-06-11,32333,29000,30000,25000,30333,28000,30600,32000,30000,25833,29000,27500,29666
2019-06-12,32333,29000,30000,25000,30333,28000,30600,32000,30000,25833,29000,27500,29666
2019-06-13,32333,28600,30000,25000,30333,28000,30600,32000,30000,25833,29000,27500,29666
2019-06-14,32333,29400,30000,25000,30333,28000,30600,32000,30000,25833,29000,27500,29666
2019-06-15,32333,29400,30000,25000,30333,28000,30600,32000,30000,25833,29000,27500,29666
2019-06-16,33333,29400,30000,25000,30333,28000,30600,32000,30000,25833,29000,27500,29666
2019-06-17,33333,29400,30000,25000,30333,28000,30200,32500,30000,25833,28500,27500,29666
2019-06-18,33333,29800,30000,25000,30333,28000,30200,32500,30000,25833,28500,27500,29666
2019-06-19,33333,29800,30000,25000,30333,28000,30200,32500,30000,25833,28500,27500,29666
2019-06-20,30000,29800,30000,25000,30333,28000,30200,32500,30000,25833,28500,27500,29666
2019-06-21,30000,29500,30000,25000,30333,28000,29200,32500,30000,25833,28500,27500,29666
2019-06-22,30000,29500,30000,25000,30333,28000,29200,32500,30000,25833,28500,27500,29666
2019-06-23,30000,29500,30000,25000,30333,28000,29200,32500,30000,25833,28500,27500,29666
2019-06-24,30000,29500,30000,25000,30333,28000,29200,32250,30000,25833,28500,27500,29666
2019-06-25,30500,29500,30000,25000,30333,28000,29200,32250,28666,25833,28500,27500,29666
2019-06-26,30500,29500,30000,25000,30333,28000,29200,33500,28666,25833,28500,27500,29666
2019-06-27,30000,29500,30000,25000,30333,28000,30600,33500,28666,25833,28500,27500,29666
2019-06-28,31000,29500,30000,25000,30333,28000,30600,33250,28666,25833,28500,27500,29666
2019-06-29,32333,29500,30000,25000,30333,28000,30600,33250,28666,25833,28500,27500,29666
2019-06-30,32333,29500,30000,25000,30333,28000,30600,33250,28666,25833,28500,27500,29666
2019-07-01,32333,29500,30000,25000,30333,28000,30600,34000,28666,25833,28500,27500,29666
2019-07-02,32000,29500,30000,25000,30333,28000,30600,34000,28666,25833,28500,27500,29666
2019-07-03,32333,29500,30000,25000,30333,28000,30600,33500,28666,25833,28500,27500,29666
2019-07-04,33333,29500,30000,25000,30000,28000,30600,33500,28666,25833,28500,27500,29666
2019-07-05,33333,29500,30000,25000,30000,28000,30600,33500,28666,25833,28500,27500,29666
2019-07-06,33333,29500,30000,25000,30000,28000,30600,33500,28666,25833,28500,27500,29666
2019-07-07,33333,29750,30000,25000,30000,27500,30600,33500,28666,25833,28500,27500,29666
2019-07-08,32666,29750,30000,25000,30000,28000,30600,33500,28666,25833,28500,27500,29666
2019-07-09,31000,29500,30000,25000,30000,28000,30600,33500,29000,25833,28500,27500,29666
2019-07-10,31500,29500,30000,25000,30000,28000,30600,33500,29000,25833,28500,27500,29666
2019-07-11,31500,29500,30000,25000,30000,28000,30600,33500,29000,25833,28500,27500,29666
2019-07-12,33333,29500,30000,25000,30000,28000,30600,33500,29000,25833,28500,27500,29666
2019-07-13,33333,29500,30000,25000,30000,28000,30600,33500,29000,25833,28500,27500,29666
2019-07-14,33333,29500,30000,25000,30133,28000,30600,33500,29000,25833,28500,27500,29666
2019-07-15,33666,29500,30000,25000,30133,28000,30800,33500,29000,25833,28500,27500,29666
2019-07-16,34333,29500,30000,25000,30000,28000,30800,33500,29333,25833,28500,27500,29666
2019-07-17,34000,29500,30000,25000,30000,28000,30800,33500,29333,25833,28500,27500,29666
2019-07-18,34000,29500,30000,25000,30000,28000,29800,33500,29333,25833,28500,27500,29666
2019-07-19,34000,29500,30000,25000,30000,28000,29800,33500,29333,25833,28500,27500,29666
2019-07-20,35000,29500,30000,25000,30000,28000,29800,33500,29333,25833,28500,27500,29666
2019-07-21,35000,29500,30000,25000,30000,28000,29800,33500,29333,25833,28000,27500,29666
2019-07-22,34333,29500,30000,25000,30000,28000,29600,33000,29333,25833,28000,27500,29666
2019-07-23,34333,29500,30000,25000,30000,28000,29600,33000,29333,25833,28000,27500,29666
2019-07-24,34333,29500,30000,25000,30000,28000,29400,33000,29333,25833,28000,27500,29666
2019-07-25,34000,29500,30000,25000,30000,28000,29600,34000,30000,25833,28000,27500,29666
2019-07-26,34666,30000,30000,25000,30000,28000,29600,34000,30000,25833,28000,27500,29666
2019-07-27,34666,30250,30000,25000,30133,28000,29600,34000,30000,25833,28000,27500,29666
2019-07-28,35000,30250,30000,25000,30133,27500,29600,34000,30000,25833,28000,27500,29666
2019-07-29,35000,30500,30000,25000,30133,27000,29600,33000,30000,25833,29000,27500,29666
2019-07-30,34000,30500,30000,25000,30133,27000,29600,33750,30000,25833,29000,27500,29666
2019-07-31,34000,30500,30000,25000,30133,27000,29600,33750,30000,25833,29000,27500,29666
2019-08-01,34000,30500,30000,25000,30133,27000,29600,33750,30000,25833,29000,27500,29666
2019-08-02,34000,30500,30000,25000,30133,27000,29800,33750,30000,25833,29000,27500,29666
2019-08-03,34000,30500,30000,25000,30133,27000,30000,33750,30000,25833,29000,27500,29666
2019-08-04,34000,30500,30000,25000,30133,27000,30000,33750,30000,25833,29000,27333,29666
2019-08-05,34000,30500,30000,25000,30133,27000,30000,33500,30000,25833,29000,27333,29666
2019-08-06,34333,30500,30000,25000,30133,27000,30000,33500,30000,25833,29000,27333,29666
2019-08-07,34333,31000,30000,25000,30133,27000,30000,33500,30000,25833,29000,27333,29666
2019-08-08,34333,30500,30000,25000,30133,27000,30000,33500,30000,25833,29000,27333,29666
2019-08-09,34333,30500,30000,25000,30133,27000,30000,33500,30000,25833,29000,27333,29666
2019-08-10,34333,30500,30000,25000,30133,26000,30000,33500,30000,25833,29000,27333,29666
2019-08-11,34333,30500,30000,25000,30133,26000,30000,33500,30000,25833,29000,27333,29666
2019-08-12,34333,30500,30000,25000,30133,26000,30000,34000,30000,25833,29000,27333,29666
2019-08-13,34333,30500,30000,25000,30133,26000,30000,34000,30000,25833,29000,27333,29666
2019-08-14,34333,30500,30000,25000,30133,26000,30000,34000,30000,25833,29000,27333,29666
2019-08-15,34333,30400,30000,25000,30133,26000,30000,34000,30000,25833,28500,27333,29666
2019-08-16,34333,30400,30000,25000,30133,26000,30000,34000,30000,25833,28500,27333,29666
2019-08-17,34333,30400,30000,25000,30133,26000,30000,34000,30000,25833,28500,27333,29666
2019-08-18,34333,30000,30000,25000,30133,26000,30000,34000,30000,25833,28500,27333,29666
2019-08-19,34333,30400,30000,25000,30133,26000,29400,34000,30000,25833,28500,27333,29666
2019-08-20,34333,30200,30000,25000,30133,26000,29400,34000,30000,25833,28500,27333,29666
2019-08-21,34333,30200,30000,25000,30133,26000,29400,34000,30000,25833,28500,27333,29666
2019-08-22,34333,30200,30000,25000,30133,26000,29600,34000,30000,25833,28500,27333,29666
2019-08-23,34333,30200,30000,25000,30133,26000,29200,34000,30000,25833,28500,27333,29666
2019-08-24,34333,30200,30000,25000,30133,26000,29000,34000,30000,25833,28500,27333,29666
2019-08-25,34333,29800,30000,25000,30133,26000,29000,34000,30000,25833,28500,27333,29666
2019-08-26,34333,29800,30000,25000,30133,26000,28800,34000,30000,25833,28500,27333,29666
2019-08-27,34666,29800,30000,25000,30133,26000,28800,34000,30000,25833,28500,27333,29666
2019-08-28,34666,29800,31000,25000,30133,26000,28800,34000,30000,25833,28500,27333,29666
2019-08-29,34666,29800,31000,25000,30133,25000,30400,34000,30000,25833,28500,27333,29666
2019-08-30,34666,30000,31000,25000,30466,25000,30000,34000,30000,25833,28500,27333,29666
2019-08-31,34666,30000,31000,25000,30333,25000,30000,34000,30000,25833,28000,27333,29666
2019-09-01,34666,30000,31000,25000,30333,26000,30000,34000,30000,25833,28000,27333,29666
2019-09-02,34666,30000,31000,25000,30333,26000,30000,34000,30000,25833,28000,27333,30000
2019-09-03,34666,30000,30000,25000,30333,26000,30300,34000,30000,25833,28000,27333,30000
2019-09-04,34666,30000,30000,25000,30333,26000,30300,34000,30000,25833,28000,27333,30000
2019-09-05,34666,30000,30000,25000,30333,26000,30300,34000,30000,25833,28000,27333,30000
2019-09-06,34000,30400,30000,25000,30333,26000,30300,34000,30000,25833,28000,27333,30000
2019-09-07,34000,30400,31000,25000,30333,26000,30000,34000,30000,25833,28000,27333,30000
2019-09-08,34000,30400,31000,25000,30333,26000,30000,34000,30000,25833,28000,27333,30000
2019-09-09,33666,30400,31000,25000,30333,26000,30200,34000,30000,25833,28000,27333,30000
2019-09-10,34000,30400,31000,25000,30333,26000,30200,34000,30000,25833,28000,27333,30000
2019-09-11,33666,30400,31000,25000,30333,26000,30400,34000,30000,25833,28000,27333,30000
2019-09-12,34000,30400,30000,25000,30333,26000,30400,34000,30000,25833,28000,27333,30000
2019-09-13,34000,30400,30000,25000,30333,26000,30600,34000,30000,25833,28000,27333,30000
2019-09-14,34000,30400,30000,25000,30333,26000,30600,34000,30000,25833,28000,27333,30000
2019-09-15,34000,30400,30000,25000,30333,28000,30600,34000,30000,25833,28000,27333,30000
2019-09-16,34333,30000,30000,25000,30333,28000,30600,34500,30000,25833,28000,27333,30000
2019-09-17,34333,29600,30000,25000,30333,28000,29200,34500,30000,25833,28000,27333,30000
2019-09-18,34333,29600,30000,25000,30333,28000,29200,34500,30000,25833,28000,27333,30000
2019-09-19,34333,29600,30000,25000,30333,28000,29200,34500,30000,25833,28000,27333,30000
2019-09-20,34333,29600,30000,25000,30333,28000,29200,34500,30000,25833,28000,27333,30000
2019-09-21,35000,29600,30000,25000,30333,28000,29200,34500,30000,25833,28500,27333,30000
2019-09-22,35000,30000,30000,25000,30333,28000,29200,34500,30000,25833,28500,27333,30000
2019-09-23,35000,30000,30000,25000,30333,28000,29200,34000,30000,25833,28500,27333,30000
2019-09-24,34333,30000,30000,25000,30333,28000,29200,34000,30000,25833,28500,27333,30000
2019-09-25,34333,30000,30000,25000,30000,28000,29200,34000,30000,25833,28500,27333,30000
2019-09-26,34333,30000,30000,25000,30000,28000,29200,34000,30000,25833,29000,27333,30000
2019-09-27,34333,30000,30000,25000,30000,28000,29200,34000,30000,25833,29000,27333,30000
2019-09-28,34333,30000,30000,25000,30000,28000,29200,34000,30000,25833,29000,27333,30000
2019-09-29,34333,29800,30000,25000,30000,27000,29200,34000,30000,25833,29000,27333,30000
2019-09-30,34333,30000,30000,25000,30000,27000,29000,33000,30000,25833,29000,27333,30000
2019-10-01,35000,30000,30000,25000,30000,27000,29000,33000,30000,25833,29000,27333,30000
2019-10-02,35000,30000,30000,25000,30000,27000,29000,33000,30000,25833,29000,27333,30000
2019-10-03,35000,29200,30000,25000,30000,27000,29000,33000,30000,25833,29000,27333,30000
2019-10-04,35000,29200,30000,25000,30000,27000,29000,33000,30000,25833,29000,27333,30000
2019-10-05,35000,29200,30600,25000,30000,27000,29000,33000,30000,25833,29000,27333,30000
2019-10-06,35000,28800,30600,25000,30000,27000,29000,33000,30000,25833,29000,27333,30000
2019-10-07,35000,28800,30600,25000,30000,27000,29000,33000,30000,25833,29000,27333,30000
2019-10-08,34333,28800,30600,25000,30000,27000,29000,33000,30000,25833,29000,27333,30000
2019-10-09,34000,28800,31600,25000,30000,27000,28900,33000,30000,25833,29000,27333,30000
2019-10-10,34000,29500,31600,25000,30000,27000,28500,33000,30000,25833,28000,27333,30000
2019-10-11,34333,29500,31600,25000,30000,27000,28500,33000,30000,25833,28000,27333,30000
2019-10-12,34333,29500,31600,25000,30000,27000,29000,33000,30000,25833,28000,27333,30000
2019-10-13,34333,29100,31600,25000,30000,27000,29000,33000,30000,25833,28000,27333,30000
2019-10-14,34000,28500,31600,25000,30000,27000,29000,32500,30000,25833,28000,27333,30000
2019-10-15,34333,28500,31600,25000,30000,27000,29000,32500,30000,25833,28000,27333,30000
2019-10-16,34333,28500,31600,25000,30000,27000,29000,32500,30000,25833,28000,27333,30000
2019-10-17,34333,28500,31600,25000,30000,27000,29000,32500,30000,25833,28000,27333,30000
2019-10-18,34333,28500,31600,25000,30000,27500,29000,32500,30000,25833,28000,27333,30000
2019-10-19,34333,28500,31600,25000,30000,27000,29100,32500,30000,25833,28000,27333,30000
2019-10-20,34333,29000,31600,25000,30000,27000,29100,32500,30000,25833,28000,27333,30000
2019-10-21,33666,29000,31600,25000,30000,27000,29100,33000,30000,25833,28000,27333,30000
2019-10-22,33666,29000,31600,25000,30000,27000,29200,33000,30000,25833,28000,27333,30000
2019-10-23,34000,29400,31600,25000,30000,27000,29200,33000,30000,26500,28000,27333,30000
2019-10-24,34000,29400,31600,25000,30000,27000,29200,33000,30000,26500,28000,27333,30000
2019-10-25,38000,29400,31600,25000,30000,27000,29200,32500,30000,26500,28000,27333,30000
2019-10-26,38000,29400,31600,25000,30000,27000,29200,32500,30000,26500,28000,27333,30000
2019-10-27,38000,30000,31600,25000,30000,27000,29200,32500,30000,26500,28000,29333,30000
2019-10-28,38000,30000,31600,25000,30000,27000,29200,32000,30000,26500,28000,29333,30000
2019-10-29,31333,30000,31600,25000,30000,27000,28600,32000,30000,25833,28000,29333,30000
2019-10-30,31333,30000,31600,25000,30000,27000,27800,32000,30000,25833,28000,29333,30000
2019-10-31,31333,30000,31600,25000,30666,27000,28400,32000,30000,25833,28000,29333,30000
2019-11-01,31333,30000,31600,25000,30666,27000,28400,32000,30000,25833,28000,29333,30000
2019-11-02,34666,29600,31600,25000,30666,27000,28400,32000,30000,25833,28000,29333,30000
2019-11-03,34666,29600,31600,25000,30666,27000,28400,32000,30000,25833,28000,29333,30000
2019-11-04,34333,29600,31600,25000,30666,27000,28400,31500,30000,25833,28000,29333,30000
2019-11-05,34333,29600,30600,25000,30666,27000,28400,31500,30000,25833,28000,29333,30000
2019-11-06,31000,29600,30600,25000,30000,27000,28400,31500,30000,25833,28500,29333,30000
2019-11-07,33000,29600,30600,25000,30000,27000,28400,31500,30000,25833,28500,29333,30000
2019-11-08,33000,29600,30600,25000,30000,27000,28400,31500,30000,25833,28500,29333,30000
2019-11-09,33000,29600,30600,25000,30000,27000,29000,31500,30000,25833,28500,29333,30000
2019-11-10,33000,29800,30600,25000,30000,27000,29000,31500,30000,25833,28500,29333,30000
2019-11-11,32666,29600,30600,25000,30000,27000,28400,33000,30000,25833,28500,29333,30000
2019-11-12,32666,29600,30600,25000,30000,27000,28400,33000,30000,25833,28500,29333,30000
2019-11-13,33000,29400,30600,25000,30000,27000,28400,33000,30000,25833,28500,29333,30000
2019-11-14,31333,29400,30400,25000,30000,27000,28400,33000,30000,25833,28500,29333,30000
2019-11-15,31333,29400,30400,25000,30000,27000,28400,33000,30000,25833,28500,29333,30000
2019-11-16,31333,29800,30400,25000,30000,27000,28400,33000,30000,25833,28500,29333,30000
2019-11-17,31333,29800,30400,25000,30000,27000,28400,33000,30000,25833,28500,29333,30000
2019-11-18,31333,30000,30400,25000,30000,27000,28400,31000,30000,25833,28500,29333,30000
2019-11-19,31333,30000,30400,25000,30000,27000,28400,31000,30000,25833,28500,29333,30000
2019-11-20,31333,30000,30400,25000,30000,27000,28400,31000,30000,25833,28500,29333,30000
2019-11-21,31333,30000,30400,25000,30000,27000,28400,31000,30000,25833,28500,29333,30000
2019-11-22,31333,30000,30400,25000,30000,27000,28400,31000,30000,25833,28500,29333,30000
2019-11-23,31333,30000,30400,25000,30000,27000,28400,31000,30000,25833,28500,29333,30000
2019-11-24,31333,30000,30400,25000,30000,27000,28400,31000,30000,25833,28500,29333,30000
2019-11-25,32666,30000,30400,25000,30000,27000,28400,31500,30000,25833,28500,29333,30000
2019-11-26,32666,30000,30400,25000,30000,27000,28200,31500,30000,25833,28500,29333,30000
2019-11-27,32666,30000,30400,25000,30000,27000,28200,31000,30000,25833,28500,29333,30000
2019-11-28,32333,30000,30400,25000,30000,27000,28200,31000,30000,25833,28000,29333,30000
2019-11-29,32333,30000,30400,25000,30000,27000,28200,31000,30000,25833,28000,29333,30000
2019-11-30,32333,30000,30400,25000,30000,27000,28200,30500,30000,25833,28000,29333,30000
2019-12-01,32333,30000,30400,25000,30000,27000,28200,30500,30000,25833,28000,29333,30000
2019-12-02,32333,30000,30400,25000,30000,27000,28200,30250,30000,25833,28000,29333,30000
2019-12-03,32333,30000,30400,25000,30000,27000,28200,30250,30000,25833,28000,29333,30000
2019-12-04,32333,30000,30400,25000,30000,27000,28200,30250,30000,25833,28000,29333,30000
2019-12-05,32666,30000,30400,25000,30000,27000,28200,32000,30000,25833,28000,29333,30000
2019-12-06,32666,30000,30400,25000,30000,27000,28200,32000,30000,25833,28000,29333,30000
2019-12-07,32333,30000,30400,25000,30000,27000,28400,32000,30000,25833,28000,29333,30000
2019-12-08,32333,30000,30400,25000,30000,27000,28400,32000,30000,25833,28000,29333,30000
2019-12-09,32333,30000,30400,25000,30000,27000,28000,31000,30000,25833,28000,29333,30000
2019-12-10,33000,30000,30400,25000,30000,26000,27800,31000,30000,25833,28000,29333,30000
2019-12-11,33000,29600,30400,25000,30000,26000,27800,31000,30000,25833,28000,29333,30000
2019-12-12,31333,30200,31600,25000,30000,26000,27800,31000,30000,25833,28000,29333,30000
2019-12-13,31333,29800,31600,25000,30000,26000,27800,31000,30000,25833,28000,29333,30000
2019-12-14,31333,29800,31600,25000,30000,26000,27800,31500,30000,25833,28000,29333,30000
2019-12-15,31333,29800,31600,25000,30000,26000,27800,31500,30000,25833,28000,29333,30000
2019-12-16,31333,29800,31600,25000,30000,26000,27800,32000,30000,25833,28000,29333,30000
2019-12-17,31333,29800,31600,25000,30000,26000,27700,32000,30000,25833,28000,29333,30000
2019-12-18,31333,29800,31600,25000,29666,26000,27700,32000,30000,25833,28000,29333,30000
2019-12-19,31333,29800,31600,25000,29666,26000,27700,32000,30000,25833,28000,29333,30000
2019-12-20,31333,29400,31600,25000,29666,26000,27700,32000,30000,25833,28000,29333,30000
2019-12-21,31333,29400,31600,25000,29666,26000,27700,32000,30000,25833,28000,29333,30000
2019-12-22,31333,29400,31600,25000,29666,26000,27700,32000,30000,25833,28000,29333,30000
2019-12-23,34000,29000,31600,25000,29666,26000,27800,30500,30000,25833,28000,29333,30000
2019-12-24,31333,29000,31000,25000,29666,26000,27800,30500,30000,25833,28000,29333,30000
2019-12-25,31333,29200,31000,25000,29666,26000,27000,30500,30000,25833,28000,29333,30000
2019-12-26,32000,29200,31000,25000,29666,26000,27000,31500,30000,25833,28000,29333,30000
2019-12-27,32333,29200,31000,25000,29666,26000,26600,31500,30000,25833,28000,29333,30000
2019-12-28,32333,29200,31000,25000,29666,26000,26600,31500,30000,25833,28000,29333,30000
2019-12-29,32333,29200,31000,25000,29666,26000,26600,31500,30000,25833,28000,29333,30000
2019-12-30,32333,29200,31000,25000,29666,26000,26600,31500,30000,25833,28000,29333,30000
2019-12-31,32666,29200,33000,25000,29666,26000,26600,32000,30000,25833,28000,29333,30000
2020-01-01,32666,29200,33000,25000,29666,26000,26600,32000,30000,25833,28000,29333,30000
2020-01-02,33000,29600,33000,25000,29666,26000,26600,31750,30000,25833,28000,29333,30000
2020-01-03,33000,29600,33000,25000,29666,26000,26600,31750,30000,25833,28500,29333,30000
2020-01-04,33000,29600,33000,25000,29666,26000,26600,31750,30000,25833,28500,29333,30000
2020-01-05,33000,32600,33000,25000,29666,26000,26600,31750,30000,25833,28500,29333,30000
2020-01-06,32333,32600,33000,25000,29666,26000,26600,31500,30000,25833,29500,29333,30000
2020-01-07,33333,29600,33000,25000,29666,26000,27000,31500,30000,25833,29500,29333,30000
2020-01-08,33333,32400,33000,25000,30600,26000,27000,31500,30000,25833,29500,29333,30000
2020-01-09,33333,29250,33000,25000,30600,26000,27000,31500,30000,25833,29500,29333,30000
2020-01-10,33333,29800,33000,25000,29666,26000,27000,31500,30000,25833,29500,29333,30000
2020-01-11,34000,29800,33000,25000,29666,26000,27000,31500,30000,25833,29500,29333,30000
2020-01-12,34000,30000,33000,25000,29666,26000,29600,31500,30000,25833,29000,29333,30000
