Summary,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees)
4,25.087057870578708,68.74000000000001,8.132879475542108,320.02785515320335
4,24.32608226082261,82.08,8.929399899142712,302.4791086350975
0,24.23248132481325,82.08,8.381996974281392,302.4791086350975
4,24.610629106291064,76.86,9.158850226928896,321.97771587743733
2,24.338250382503826,76.86,7.9099848714069605,304.42896935933146
12,24.24558545585456,79.75999999999999,5.4515885022692885,260.55710306406684
13,23.960102601026012,89.62,4.910741301059002,253.73259052924791
13,23.96759067590676,87.88,3.1275844679778113,322.9526462395543
9,23.947934479344795,87.3,4.884518406454867,29.498607242339833
12,23.976014760147603,86.72,5.2385274836106905,48.022284122562674
13,24.05838358383584,91.94,3.3767019667170954,326.8523676880223
9,24.241841418414186,93.68,2.983358547655068,118.21727019498607
14,24.792214922149224,82.08,3.638930912758447,130.89136490250695
9,23.984438844388446,91.94,4.284669692385275,142.59052924791087
14,24.62279722797228,87.88,3.9798285426122035,148.44011142061282
12,24.580676806768068,82.66,4.818961169944528,165.98885793871867
14,24.163216632166325,87.3,3.2718103883005547,190.36211699164346
14,23.785068850688507,83.24000000000001,5.579425113464448,273.23119777158774
4,23.95167851678517,83.24000000000001,8.011598587997984,292.7298050139276
4,24.238097380973812,78.6,8.231215330307617,282.0055710306407
4,24.240905409054093,73.96000000000001,9.309631870902674,292.7298050139276
4,24.423427234272346,71.64,9.335854765506806,292.7298050139276
4,24.44027540275403,73.96000000000001,8.821230458900656,291.7548746518106
14,24.151048510485104,72.8,6.212052445789209,283.95543175487467
5,23.750436504365044,80.34,2.930912758446798,98.71866295264624
5,24.135136351363514,73.38,3.019415027735754,151.3649025069638
12,26.077355773557738,76.28,4.897629853756934,219.6100278551532
14,25.02340923409234,87.88,3.9765506807866866,215.71030640668525
2,25.827441274412745,79.75999999999999,8.955622793746848,302.4791086350975
4,24.806255062550626,75.7,8.113212304589005,302.4791086350975
4,24.825911259112594,75.12,8.598335854765509,305.40389972144845
4,25.00468904689047,72.8,9.03756933938477,321.00278551532034
4,25.094545945459455,68.74000000000001,8.054210791729702,302.4791086350975
4,24.989712897128975,80.34,8.660615229450329,292.7298050139276
4,25.270515705157052,76.86,9.30307614725164,301.5041782729805
4,25.30140401404014,76.28,9.296520423600606,293.7047353760446
4,25.461461614616148,72.22,8.804841149773072,311.2534818941504
4,25.47269372693727,71.64,8.729450327786184,321.00278551532034
14,24.638709387093872,85.56,4.228946041351488,271.28133704735376
13,25.1029700297003,82.08,5.4974785678265246,169.88857938718664
13,25.42589325893259,80.34,4.822239031770046,187.43732590529248
3,24.708910089100893,85.56,8.411497730711043,312.2284122562674
3,24.61530915309153,80.34,8.41477559253656,312.2284122562674
14,25.642111421114212,87.88,2.649016641452345,34.373259052924794
5,25.648663486634867,84.4,3.3111447302067574,117.24233983286908
12,25.482053820538205,87.3,3.4750378214826023,25.598885793871865
13,26.133516335163353,82.08,2.4457892082702974,41.19777158774373
13,26.13258032580326,82.66,2.937468482097832,292.7298050139276
13,25.839609396093962,86.14,2.649016641452345,258.60724233983285
13,25.660831608316087,87.88,2.022945032778618,30.473537604456826
12,26.100756007560076,75.12,7.369137670196671,332.70194986072426
14,24.38879488794888,73.38,3.2750882501260716,330.75208913649027
14,26.783106831068313,55.4,3.022692889561271,154.28969359331475
5,25.00749707497075,76.28,2.3376197680282402,150.3899721448468
12,27.092925929259295,57.14,4.232223903177005,312.2284122562674
13,24.619053190531908,83.82,6.3071104387291985,39.247910863509745
13,24.97380073800738,81.5,7.444528492183561,28.52367688022284
13,25.774088740887407,85.56,4.176500252143217,114.3175487465181
13,25.631815318153183,84.98,6.123550176500252,142.59052924791087
13,24.810935109351096,89.62,3.3308119011598585,152.33983286908077
13,24.797830978309783,86.14,4.828794755421081,87.99442896935933
14,25.068337683376836,86.72,3.8552697932425617,125.041782729805
13,25.461461614616148,87.88,3.042360060514372,38.27298050139276
9,25.947250472504727,90.78,4.809127584467978,324.9025069637883
12,26.67827378273783,76.86,3.7339889056984363,22.674094707520894
14,26.67827378273783,65.84,5.231971759959658,29.498607242339833
14,25.8489694896949,73.38,2.0,10.0
14,25.20405904059041,86.14,2.655572365103379,48.99721448467967
12,27.95779857798578,62.94,6.805345436207766,293.7047353760446
13,25.925722257222574,77.44,4.156833081190117,132.84122562674094
14,26.51260012600126,74.53999999999999,5.880988401412003,320.02785515320335
14,25.28736387363874,88.46000000000001,4.815683308119011,282.0055710306407
2,26.966564665646658,70.48,8.739283913262732,312.2284122562674
2,27.74719647196472,60.04,9.709531013615734,312.2284122562674
4,27.605859058590585,62.36,8.696671709531014,321.00278551532034
4,27.605859058590585,62.36,8.739283913262732,321.00278551532034
4,27.532850328503287,60.620000000000005,8.568835098335855,313.2033426183844
14,27.332544325443255,62.94,4.999243570347958,310.2785515320334
5,25.929466294662948,75.7,4.756681795259707,338.55153203342616
5,25.79842498424984,73.96000000000001,4.815683308119011,310.2785515320334
14,24.807191071910722,87.88,2.029500756429652,302.4791086350975
14,26.84769147691477,79.18,3.1308623298033282,169.88857938718664
13,26.11386013860139,87.3,6.661119515885023,310.2785515320334
3,26.19529295292953,83.24000000000001,8.36232980332829,312.2284122562674
14,26.482647826478264,79.18,4.920574886535552,320.02785515320335
14,26.478903789037894,61.2,4.874684820978315,38.27298050139276
5,24.903600036000363,85.56,2.655572365103379,117.24233983286908
5,24.530132301323015,87.88,3.3111447302067574,292.7298050139276
14,26.770938709387096,63.519999999999996,2.5965708522440747,50.94707520891365
14,24.515156151561516,89.62,2.655572365103379,292.7298050139276
5,27.524426244262443,53.66,2.649016641452345,17.799442896935933
14,25.41466114661147,87.3,2.963691376701967,39.247910863509745
14,27.582458824588247,58.3,2.1048915784165407,29.498607242339833
13,26.365646656466566,84.98,4.769793242561775,144.54038997214485
3,26.741922419224196,83.24000000000001,9.362077660110943,197.18662952646238
14,27.097605976059764,64.1,2.101613716591024,246.90807799442896
14,25.52417424174242,79.75999999999999,2.1507816439737772,319.05292479108635
3,25.835865358653585,87.88,8.070600100857288,332.70194986072426
3,25.668319683196835,89.03999999999999,8.21482602118003,357.075208913649
13,25.293915939159394,90.2,5.2844175491679275,304.42896935933146
14,25.604671046710468,86.14,6.493948562783661,292.7298050139276
13,25.461461614616148,86.14,4.592788703983862,254.7075208913649
14,25.97158671586716,79.18,3.73071104387292,106.51810584958217
14,26.12041220412204,75.7,2.573625819465456,41.19777158774373
12,25.49609396093961,91.94,3.63565305093293,256.65738161559887
12,26.67359373593736,79.75999999999999,7.451084215834594,291.7548746518106
4,26.77187471874719,78.6,8.113212304589005,292.7298050139276
4,26.950652506525067,73.38,8.021432173474533,310.2785515320334
2,27.143470434704348,66.42,8.65733736762481,300.5292479108635
4,26.950652506525067,66.42,8.89989914271306,311.2534818941504
4,26.941292412924128,65.84,8.398386283408977,301.5041782729805
12,26.696993969939697,71.64,4.248613212304589,176.71309192200556
12,25.844289442894432,84.4,3.8880484114977305,168.91364902506965
13,25.809657096570966,84.4,5.27130610186586,330.75208913649027
14,26.682017820178203,67.58,4.527231467473525,81.16991643454038
4,25.843353433534336,73.38,8.778618255168936,302.4791086350975
12,26.10450004500045,71.64,4.57639939485628,185.4874651810585
14,25.55880658806588,82.66,4.894351991931417,156.23955431754874
14,25.36786067860679,86.14,5.346696923852749,165.98885793871867
5,26.04178741787418,81.5,3.901159858799798,253.73259052924791
12,27.605859058590585,65.84,5.612203731719617,124.06685236768803
12,24.780046800468007,87.88,2.6391830559757943,328.8022284122563
14,26.784042840428405,64.68,5.343419062027232,29.498607242339833
5,26.30387003870039,69.9,4.006051437216339,42.17270194986072
12,27.337224372243725,53.08,2.3376197680282402,13.899721448467966
4,25.638367383673838,70.48,7.926374180534544,29.498607242339833
4,25.84709747097471,67.0,8.329551185073122,26.573816155988858
12,25.663639636396365,69.32,7.293746848209783,30.473537604456826
13,25.460525605256052,73.38,5.415532022188603,18.774373259052926
12,25.03276932769328,88.46000000000001,2.8194654563792234,14.874651810584957
12,25.581270812708127,75.7,2.5375693393847705,178.66295264623955
14,25.94818648186482,69.9,3.091527987897126,73.37047353760445
14,24.84088740887409,84.98,6.333333333333333,146.49025069637884
4,25.141346413464134,78.02,8.427887039838627,339.52646239554315
13,24.260561605616058,85.56,3.8618255168935955,330.75208913649027
13,25.969714697146973,68.74000000000001,3.4062027231467473,28.52367688022284
14,29.229835298352985,52.5,5.2614725163893095,221.55988857938718
14,27.43831338313383,79.18,4.074886535552194,83.11977715877437
5,28.328458284582844,66.42,2.5965708522440747,155.26462395543174
4,30.093771937719374,51.92,8.204992435703481,191.33704735376045
4,30.137764377643776,50.76,8.61800302571861,166.96378830083566
14,30.10687606876069,49.6,6.998739283913262,181.58774373259052
8,29.25229952299523,54.24,5.80887544125063,155.26462395543174
8,28.783358833588338,54.82,7.451084215834594,156.23955431754874
4,27.119134191341914,77.44,9.31290973272819,302.4791086350975
2,26.939420394203943,77.44,9.073625819465455,312.2284122562674
14,27.578714787147874,68.16,7.670700958144225,340.50139275766014
5,28.4520115201152,53.66,4.183055975794252,107.49303621169916
5,26.092331923319236,80.34,2.9014120020171457,125.041782729805
14,29.256043560435607,51.34,4.655068078668684,313.2033426183844
5,27.555314553145532,71.06,3.0718608169440245,57.77158774373259
14,28.400531005310054,64.1,3.63565305093293,137.7158774373259
12,28.944352443524437,57.72,5.52370146243066,314.1782729805014
3,26.7409864098641,84.98,8.791729702471002,322.9526462395543
13,26.471415714157143,90.2,4.832072617246595,311.2534818941504
5,26.495751957519577,79.75999999999999,4.56328794755421,292.7298050139276
14,25.825569255692557,87.88,2.6654059505799292,337.5766016713092
12,28.180568805688058,72.22,3.6028744326777606,314.1782729805014
5,26.10450004500045,73.38,3.242309631870903,76.29526462395543
2,27.793996939969404,67.0,8.578668683812404,321.00278551532034
14,28.35841058410584,54.82,4.855017650025215,330.75208913649027
14,28.634533345333452,55.980000000000004,3.320978315683308,32.42339832869081
2,27.812717127171275,73.96000000000001,8.99823499747857,265.4317548746518
3,27.303528035280355,84.4,9.004790721129602,291.7548746518106
12,26.95626856268563,88.46000000000001,3.0620272314674737,92.86908077994428
4,25.438061380613807,79.75999999999999,8.54261220373172,156.23955431754874
4,25.80778507785078,76.86,8.381996974281392,165.01392757660167
4,25.91729817298173,75.7,8.903177004538577,165.98885793871867
4,26.287957879578798,73.38,8.913010590015128,165.98885793871867
4,26.116668166681666,75.7,8.608169440242058,165.98885793871867
14,23.398496984969853,89.03999999999999,4.255168935955623,156.23955431754874
2,24.782854828548288,71.06,8.522945032778619,165.01392757660167
2,24.79689496894969,76.28,8.506555723651035,155.26462395543174
2,24.97380073800738,71.06,8.778618255168936,155.26462395543174
2,25.079569795697957,69.9,9.16540595057993,155.26462395543174
2,25.26209162091621,67.58,8.539334341906203,155.26462395543174
2,24.985968859688597,62.94,8.56227937468482,155.26462395543174
2,24.956952569525697,62.94,9.280131114473022,154.28969359331475
14,24.810935109351096,64.68,7.647755925365607,155.26462395543174
12,24.607821078210783,86.14,4.776348966212808,163.0640668523677
12,24.416875168751687,89.62,3.901159858799798,107.49303621169916
12,24.42436324363244,86.14,4.537065052950076,115.29247910863509
12,24.58816488164882,86.14,4.494452849218356,126.016713091922
12,24.707038070380705,84.4,5.356530509329298,153.31476323119776
2,25.44180541805418,77.44,8.814674735249621,165.01392757660167
2,25.44461344613446,79.75999999999999,8.477054967221381,155.26462395543174
2,25.28268382683827,79.75999999999999,8.83761976802824,146.49025069637884
12,25.091737917379174,85.56,3.4619263741805346,189.38718662952647
12,25.660831608316087,82.08,3.78315683308119,133.81615598885793
13,24.27179371793718,89.62,4.494452849218356,247.88300835654596
2,24.439339393393936,85.56,8.093545133635907,330.75208913649027
4,24.805319053190534,81.5,8.486888552697932,338.55153203342616
4,24.99345693456935,79.18,8.834341906202724,330.75208913649027
4,25.087057870578708,74.53999999999999,8.78517397881997,340.50139275766014
14,24.903600036000363,84.4,7.890317700453857,300.5292479108635
4,24.98128881288813,82.08,8.286938981341402,312.2284122562674
4,24.614373143731438,78.6,8.49016641452345,308.32869080779943
4,24.63028530285303,78.6,8.736006051437217,311.2534818941504
4,24.809999099991,78.6,10.106152294503277,312.2284122562674
4,24.99158491584916,75.12,9.358799798285427,312.2284122562674
17,25.000945009450096,75.7,11.299293998991429,321.97771587743733
17,25.09080190801908,73.96000000000001,11.263237518910742,330.75208913649027
4,25.10390603906039,70.48,9.257186081694403,322.9526462395543
4,25.087057870578708,68.74000000000001,9.7029752899647,312.2284122562674
4,24.989712897128975,68.16,8.175491679273827,312.2284122562674
5,23.978822788227884,79.75999999999999,5.612203731719617,330.75208913649027
13,22.929556295562957,91.36,2.8063540090771557,42.17270194986072
9,22.58978489784898,93.68,2.6227937468482097,55.82172701949861
13,22.90428404284043,87.88,2.5474029248613212,28.52367688022284
13,25.1029700297003,89.62,2.8948562783661123,46.07242339832869
9,22.565448654486545,90.2,3.4062027231467473,154.28969359331475
9,24.977544775447754,91.94,5.212304589006556,39.247910863509745
13,25.62058320583206,79.75999999999999,7.044629349470498,165.98885793871867
3,25.72728827288273,76.86,8.218103883005547,165.98885793871867
12,25.261155611556116,89.62,4.202723146747353,176.71309192200556
14,24.985968859688597,80.92,7.841149773071104,312.2284122562674
2,24.989712897128975,79.18,8.739283913262732,312.2284122562674
5,23.960102601026012,87.3,4.523953605648008,147.46518105849583
5,23.886157861578617,87.3,3.2193645990922843,184.5125348189415
5,23.589442894428945,89.03999999999999,4.950075642965205,29.498607242339833
12,24.233417334173343,77.44,3.5209278870398384,209.8607242339833
13,23.963846638466386,83.24000000000001,4.307614725163893,255.6824512534819
3,23.776644766447667,82.08,9.322743318204742,59.721448467966574
12,22.909900099000993,82.08,5.143469490670701,313.2033426183844
3,23.1429664296643,83.82,9.25063035804337,20.724233983286908
2,23.12986229862299,82.66,8.152546646495209,10.974930362116991
4,23.113014130141302,76.86,9.073625819465455,19.749303621169915
4,22.943596435964363,75.7,8.663893091275844,26.573816155988858
4,22.925812258122583,69.32,8.76222894604135,29.498607242339833
5,22.172324723247232,76.86,4.294503277861825,331.72701949860726
5,21.918666186661866,76.86,4.081442259203227,322.9526462395543
14,23.56978669786698,56.56,4.337115481593544,351.22562674094706
14,22.821915219152192,66.42,4.01588502269289,226.43454038997214
13,25.1029700297003,77.44,4.799293998991427,172.81337047353762
13,25.040257402574028,86.72,3.6225416036308626,30.473537604456826
13,24.60688506885069,87.88,6.395612708018154,330.75208913649027
5,24.945720457204573,73.96000000000001,2.1704488149268784,210.83565459610028
2,26.302934029340296,63.519999999999996,9.378466969238527,311.2534818941504
4,26.341310413104132,62.94,9.024457892082703,313.2033426183844
4,26.318846188461883,62.36,9.109682299546144,312.2284122562674
2,26.310422104221043,62.36,8.696671709531014,311.2534818941504
14,24.231545315453154,85.56,3.5668179525970753,290.7799442896936
14,26.939420394203943,59.46,5.205748865355521,204.01114206128133
14,27.137854378543786,56.56,5.605648008068583,225.45961002785515
12,25.073017730177302,79.75999999999999,4.687846696923852,215.71030640668525
14,24.289577895778958,86.14,3.9568835098335855,133.81615598885793
12,24.523580235802356,84.98,5.163136661623803,152.33983286908077
12,24.139816398163983,87.3,5.477811396873424,145.51532033426184
2,25.445549455494557,79.75999999999999,8.857286938981343,165.98885793871867
12,25.664575645756457,73.38,6.507060010085729,175.73816155988857
12,25.31638016380164,82.08,4.153555219364599,167.93871866295265
2,24.79408694086941,83.82,9.204740292486132,341.47632311977713
12,24.502052020520207,80.34,4.874684820978315,30.473537604456826
9,23.6250112501125,90.78,2.396621280887544,341.47632311977713
13,24.127648276482766,82.08,6.087493696419566,156.23955431754874
14,23.928278282782827,84.4,5.782652546646495,164.03899721448468
14,24.556340563405634,86.14,3.252143217347453,96.76880222841226
14,24.591908919089192,79.18,6.084215834594049,165.98885793871867
12,24.14168841688417,86.14,6.625063035804336,153.31476323119776
9,23.133606336063362,89.62,4.294503277861825,126.991643454039
9,24.26149761497615,93.1,2.655572365103379,234.23398328690809
13,24.98128881288813,87.88,3.9339384770549675,209.8607242339833
2,24.954144541445416,80.34,9.529248613212303,312.2284122562674
2,24.610629106291064,81.5,10.073373676248108,313.2033426183844
2,24.527324273242733,76.86,10.171709531013615,322.9526462395543
2,24.423427234272346,76.86,9.896369137670197,341.47632311977713
2,24.329826298262983,83.24000000000001,8.34266263237519,17.799442896935933
5,23.00069300693007,89.03999999999999,2.645738779626828,265.4317548746518
14,23.01379713797138,87.88,3.615985879979829,208.8857938718663
4,24.629349293492936,79.18,9.804589006555723,320.02785515320335
13,24.304554045540456,76.28,5.477811396873424,274.20612813370474
2,25.05710557105571,69.32,10.014372163388805,301.5041782729805
2,25.049617496174964,77.44,10.001260716086737,311.2534818941504
2,24.94759247592476,78.6,8.36232980332829,317.10306406685237
3,25.05710557105571,77.44,8.768784669692383,311.2534818941504
15,25.052425524255245,77.44,11.38124054462935,311.2534818941504
15,24.99626496264963,78.02,10.742057488653554,312.2284122562674
16,24.985032850328505,78.6,12.377710539586486,312.2284122562674
16,24.992520925209252,75.7,11.187846696923852,312.2284122562674
15,25.01217712177122,75.7,10.584720121028745,312.2284122562674
17,24.992520925209252,79.18,10.35854765506808,312.2284122562674
2,24.995328953289533,79.18,9.099848714069593,312.2284122562674
2,24.992520925209252,79.18,10.13565305093293,311.2534818941504
3,24.992520925209252,79.18,9.814422592032273,302.4791086350975
2,25.00749707497075,76.28,9.952092788703984,302.4791086350975
17,24.997200972009722,75.7,10.437216338880484,303.45403899721447
17,24.99345693456935,75.7,10.794503277861827,312.2284122562674
15,25.086121861218615,75.12,10.492939989914271,321.00278551532034
17,25.086121861218615,74.53999999999999,13.387291981845687,321.00278551532034
17,24.902664026640267,78.02,12.830055471507816,313.2033426183844
0,24.434659346593467,65.84,9.067070095814422,341.47632311977713
0,24.334506345063453,67.0,8.106656580937972,340.50139275766014
12,23.81127711277113,82.66,2.7244074634392335,23.649025069637883
9,23.113014130141302,89.03999999999999,2.701462430660615,108.46796657381616
9,22.572936729367296,93.68,3.550428643469491,85.06963788300835
12,24.813743137431373,75.7,5.1860816944024215,313.2033426183844
12,22.438151381513816,77.44,4.474785678265254,145.51532033426184
3,23.28149581495815,75.12,8.526222894604135,165.01392757660167
3,23.292727927279273,83.24000000000001,8.817952597075141,155.26462395543174
3,23.296471964719647,87.3,7.942763489662128,165.98885793871867
3,23.199126991269914,86.14,8.526222894604135,162.0891364902507
3,23.301152011520117,85.56,8.218103883005547,165.98885793871867
3,23.391008910089102,83.82,8.280383257690369,165.01392757660167
3,23.38820088200882,84.4,9.332576903681291,164.03899721448468
16,23.394752947529476,84.98,10.712556732223902,165.98885793871867
3,23.394752947529476,84.98,9.18507312153303,165.98885793871867
2,23.39568895688957,85.56,8.958900655572364,165.98885793871867
2,23.56978669786698,82.08,9.483358547655069,165.01392757660167
3,23.58569885698857,85.56,9.78492183560262,165.98885793871867
3,23.59880298802988,86.14,9.316187594553707,173.7883008356546
9,23.76447664476645,91.36,3.0095814422592033,181.58774373259052
9,23.67929979299793,96.0,4.228946041351488,166.96378830083566
9,23.589442894428945,96.0,3.5832072617246595,87.99442896935933
14,27.176230762307625,87.3,3.983106404437721,10.0
14,27.02459724597246,76.86,4.081442259203227,143.56545961002786
14,26.784042840428405,77.44,4.104387291981846,143.56545961002786
12,29.2129871298713,57.14,4.90090771558245,176.71309192200556
12,28.083223832238325,71.06,3.822491174987393,71.42061281337047
2,27.727540275402756,75.12,8.70978315683308,331.72701949860726
2,26.946908469084693,86.72,8.69011598587998,322.9526462395543
13,26.30387003870039,88.46000000000001,3.353756933938477,262.5069637883008
12,26.22150121501215,88.46000000000001,3.1898638426626325,211.81058495821728
14,26.668913689136893,88.46000000000001,3.5700958144225923,190.36211699164346
5,27.204311043110433,75.12,3.2816439737771055,185.4874651810585
14,27.750004500045,68.16,4.186333837619768,80.1949860724234
14,27.42708127081271,68.74000000000001,4.274836106908724,148.44011142061282
13,26.112924129241293,90.2,3.481593545133636,221.55988857938718
12,27.27919179191792,75.7,3.832324760463943,236.18384401114207
14,26.76438664386644,90.2,3.799546142208775,342.4512534818941
14,26.30667806678067,89.03999999999999,2.6522945032778615,18.774373259052926
12,26.53506435064351,91.94,3.2259203227433186,338.55153203342616
9,26.308550085500855,93.68,4.294503277861825,321.97771587743733
14,28.631725317253174,61.2,5.17624810892587,10.974930362116991
5,27.371856718567187,76.86,3.9241048915784162,80.1949860724234
12,27.961542615426154,72.22,7.5035300050428635,303.45403899721447
2,28.148744487444876,69.9,7.906707009581441,311.2534818941504
2,28.34717847178472,62.36,8.145990922844177,312.2284122562674
14,27.603051030510308,67.58,5.59909228441755,284.93036211699166
14,26.308550085500855,73.38,4.324004034291478,292.7298050139276
14,29.41610116101161,57.14,5.395864851235501,229.35933147632312
14,29.482557825578255,56.56,5.477811396873424,197.18662952646238
14,27.286679866798668,84.98,6.133383761976803,340.50139275766014
12,26.667041670416705,82.08,4.877962682803832,311.2534818941504
4,27.97277472774728,55.980000000000004,8.080433686333839,303.45403899721447
4,28.167464674646748,54.24,8.109934442763489,303.45403899721447
14,26.58467284672847,90.2,2.609682299546142,200.11142061281336
12,25.75349653496535,83.82,4.248613212304589,283.95543175487467
14,26.482647826478264,83.24000000000001,4.176500252143217,283.95543175487467
12,28.324714247142474,61.78,3.320978315683308,147.46518105849583
12,26.927252272522725,91.94,2.9112455874936964,12.924791086350975
12,27.768724687246873,74.53999999999999,4.225668179525971,313.2033426183844
14,26.72507425074251,91.94,4.245335350479072,322.9526462395543
14,26.79808298082981,89.62,2.573625819465456,171.83844011142062
14,26.300126001260015,91.94,4.294503277861825,312.2284122562674
14,26.492007920079203,88.46000000000001,2.7571860816944023,320.02785515320335
14,28.241409414094143,70.48,3.0325264750378214,348.3008356545961
5,27.042381423814238,83.82,2.642460917801311,167.93871866295265
14,26.79246692466925,91.36,4.950075642965205,312.2284122562674
14,27.044253442534426,88.46000000000001,4.251891074130106,351.22562674094706
14,27.96060660606606,74.53999999999999,4.225668179525971,48.99721448467967
12,27.13317433174332,87.88,4.199445284921836,69.47075208913648
12,26.98528485284853,73.38,2.563792233988906,173.7883008356546
10,27.190270902709027,87.3,2.2491174987392837,26.573816155988858
13,26.56408064080641,91.94,3.379979828542612,40.22284122562674
14,27.535658356583568,75.12,4.8648512355017655,147.46518105849583
12,27.711628116281165,67.58,3.550428643469491,225.45961002785515
12,27.720052200522005,67.58,3.6192637418053453,207.9108635097493
13,26.38530285302853,91.94,3.2488653555219367,57.77158774373259
14,26.731626316263164,87.3,3.258698940998487,342.4512534818941
0,25.164746647466476,72.8,9.040847201210289,289.8050139275766
3,26.092331923319236,68.16,9.607917297024711,224.48467966573816
3,25.634623346233465,83.82,8.631114473020675,237.15877437325906
9,24.30549005490055,93.1,3.206253151790217,168.91364902506965
12,25.131050310503106,94.84,4.8910741301059,210.83565459610028
2,25.44929349293493,69.32,8.749117498739285,321.97771587743733
2,25.45958959589596,68.74000000000001,8.919566313666163,320.02785515320335
2,25.640239402394023,68.74000000000001,9.47352496217852,313.2033426183844
2,25.647727477274774,62.94,9.414523449319214,302.4791086350975
2,25.685167851678518,64.1,9.683308119011599,313.2033426183844
4,25.635559355593557,60.620000000000005,9.84064548663641,302.4791086350975
12,24.98128881288813,73.38,4.855017650025215,320.02785515320335
5,24.16976869768698,81.5,4.183055975794252,185.4874651810585
12,25.258347583475835,85.56,4.871406959152798,292.7298050139276
12,25.44835748357484,73.96000000000001,5.346696923852749,244.95821727019498
2,25.915426154261546,72.22,9.899646999495713,330.75208913649027
2,25.57659076590766,75.7,8.814674735249621,339.52646239554315
3,25.461461614616148,73.38,8.955622793746848,302.4791086350975
12,24.809063090630907,61.78,4.91401916288452,302.4791086350975
2,25.09080190801908,65.25999999999999,8.706505295007565,214.73537604456826
2,25.1029700297003,59.46,8.726172465960666,195.23676880222843
13,24.62279722797228,91.94,3.317700453857791,263.4818941504178
13,24.433723337233374,90.2,4.530509329299042,338.55153203342616
4,24.985032850328505,83.82,8.090267271810387,213.76044568245126
4,24.982224822248224,80.34,8.185325264750379,225.45961002785515
17,25.04587345873459,78.02,11.174735249621785,234.23398328690809
17,24.76319863198632,76.86,11.512355017650025,243.983286908078
2,24.786598865988662,79.18,9.94553706505295,263.4818941504178
12,24.62279722797228,78.6,4.904185577407968,311.2534818941504
12,24.16228062280623,82.66,4.435451336359052,320.02785515320335
2,24.81748717487175,66.42,9.011346444780635,311.2534818941504
5,23.854333543335436,75.12,3.258698940998487,164.03899721448468
13,25.062721627216273,78.02,4.904185577407968,77.27019498607243
12,26.510728107281075,63.519999999999996,5.438477054967222,177.68802228412255
5,25.079569795697957,68.74000000000001,3.5700958144225923,60.69637883008357
5,24.87926379263793,73.96000000000001,2.793242561775088,38.27298050139276
3,25.079569795697957,79.18,8.76222894604135,321.97771587743733
12,24.217505175051752,68.74000000000001,6.36938981341402,48.99721448467967
12,24.79408694086941,65.84,6.074382249117498,78.24512534818942
13,24.62466924669247,90.2,4.612455874936964,19.749303621169915
12,24.44121141211412,90.2,3.481593545133636,228.38440111420613
12,24.98128881288813,84.4,4.550176500252143,244.95821727019498
14,25.50919809198092,89.62,3.016137165910237,273.23119777158774
14,26.07080370803708,82.66,3.615985879979829,176.71309192200556
14,27.488857888578885,60.620000000000005,4.943519919314171,228.38440111420613
14,26.667041670416705,74.53999999999999,3.868381240544629,238.13370473537606
4,26.34879848798488,78.6,8.732728189611699,298.5793871866295
14,26.768130681306815,64.68,5.189359556227938,48.99721448467967
14,26.959076590765907,61.2,6.107160867372667,48.99721448467967
14,26.965628656286565,60.620000000000005,5.359808371154816,36.32311977715877
14,27.80148501485015,56.56,2.6391830559757943,320.02785515320335
14,27.984942849428496,55.4,3.547150781643974,146.49025069637884
14,27.059229592295925,68.74000000000001,4.019162884518407,162.0891364902507
14,27.252983529835298,71.06,4.930408472012102,222.53481894150417
12,26.799018990189904,80.34,4.327281896116994,203.03621169916434
14,27.986814868148684,65.25999999999999,4.497730711043873,271.28133704735376
13,27.626451264512646,75.7,2.124558749369642,171.83844011142062
14,27.82488524885249,68.74000000000001,4.1174987392839135,129.91643454038996
12,28.195544955449556,62.94,4.002773575390822,20.724233983286908
12,27.141598415984163,80.34,5.094301563287948,86.04456824512535
14,26.722266222662228,83.82,3.5012607160867373,15.84958217270195
13,26.27578975789758,90.2,4.294503277861825,339.52646239554315
14,26.316038160381606,85.56,4.25844679778114,320.02785515320335
14,26.51447214472145,87.88,2.9178013111447303,184.5125348189415
14,26.62866528665287,89.03999999999999,2.7145738779626827,11.949860724233984
13,27.993366933669336,67.0,3.402924861321231,100.66852367688023
5,28.393042930429303,67.0,3.9273827534039336,311.2534818941504
14,26.750346503465035,68.74000000000001,4.7730711043872915,352.20055710306406
14,26.314166141661417,76.86,3.881492687846697,30.473537604456826
14,26.666105661056612,76.86,4.448562783661119,36.32311977715877
14,26.745666456664566,72.8,6.7496217851739795,48.99721448467967
14,25.925722257222574,84.4,4.251891074130106,11.949860724233984
5,25.387516875168753,87.3,3.8946041351487644,360.0
12,26.487327873278733,71.64,6.775844679778114,11.949860724233984
5,24.876455764557647,84.4,3.252143217347453,58.74651810584958
2,26.752218522185224,76.28,7.926374180534544,136.7409470752089
2,27.145342453424533,73.96000000000001,7.949319213313162,165.98885793871867
14,25.513878138781386,73.38,4.009329299041855,164.03899721448468
12,24.997200972009722,80.34,2.9899142713061018,113.34261838440112
12,25.80029700297003,74.53999999999999,3.632375189107413,32.42339832869081
4,25.278939789397896,75.7,8.129601613716591,351.22562674094706
5,24.127648276482766,83.82,3.904437720625315,156.23955431754874
14,23.667131671316714,89.03999999999999,4.176500252143217,156.23955431754874
3,24.50579605796058,82.08,8.477054967221381,303.45403899721447
